Epoch,train_sat,test_phi1,test_phi2,test_phi3
151,0.708681583404541,0.7615388035774231,0.7896345853805542,0.0
152,0.709606945514679,0.7578487396240234,0.7858080863952637,0.0
153,0.710534930229187,0.7541998028755188,0.7820431590080261,0.0
154,0.7114644050598145,0.7505968809127808,0.7783440351486206,0.0
155,0.7123944163322449,0.7470406293869019,0.7747102975845337,0.0
156,0.7133244276046753,0.7435212135314941,0.7711319923400879,0.0
157,0.7142537832260132,0.7400281429290771,0.7675931453704834,0.0
158,0.7151824235916138,0.7365526556968689,0.7640831470489502,0.0
159,0.716110348701477,0.7330909967422485,0.7605993747711182,0.0
160,0.7170379757881165,0.7296450138092041,0.757146418094635,0.0
161,0.7179657220840454,0.7262164354324341,0.7537301778793335,0.0
162,0.7188940048217773,0.7228012084960938,0.7503536939620972,0.0
163,0.7198234796524048,0.7193986773490906,0.74701988697052,0.0
164,0.7207545042037964,0.7160118818283081,0.7437313795089722,0.0
165,0.7216875553131104,0.7126490473747253,0.7404942512512207,0.0
166,0.7226232886314392,0.7093191742897034,0.7373185753822327,0.0
167,0.7235621213912964,0.7060284614562988,0.7342206239700317,0.0
168,0.7245043516159058,0.7027837038040161,0.7312139272689819,0.0
169,0.7254507541656494,0.6995954513549805,0.7283012866973877,0.0
170,0.7264013290405273,0.6964713931083679,0.7254804372787476,0.0
171,0.7273567914962769,0.693413496017456,0.7227413058280945,0.0
172,0.7283176183700562,0.6904180645942688,0.7200738191604614,0.0
173,0.729284405708313,0.6874789595603943,0.7174617648124695,0.0
174,0.7302587032318115,0.6845952272415161,0.714888334274292,0.0
175,0.7312418222427368,0.6817680597305298,0.7123365998268127,0.0
176,0.7322355508804321,0.6789932250976562,0.7097895741462708,0.0
177,0.7332414388656616,0.6762619614601135,0.7072337865829468,0.0
178,0.734261155128479,0.6735621690750122,0.7046618461608887,0.0
179,0.7352968454360962,0.6708868145942688,0.7020682096481323,0.0
180,0.7363507151603699,0.6682375073432922,0.6994491815567017,0.0
181,0.7374253273010254,0.6656189560890198,0.696802020072937,0.0
182,0.7385227680206299,0.6630272269248962,0.6941248178482056,0.0
183,0.7396441698074341,0.6604573726654053,0.6914218664169312,0.0
184,0.7407897114753723,0.6579136252403259,0.6887091398239136,0.0
185,0.7419589757919312,0.6554077863693237,0.6860054731369019,0.0
186,0.743149995803833,0.6529478430747986,0.6833217144012451,0.0
187,0.7443591356277466,0.6505290865898132,0.6806563138961792,0.0
188,0.7455811500549316,0.6481531858444214,0.678016185760498,0.0
189,0.7468094825744629,0.6458413600921631,0.6754218339920044,0.0
190,0.7480363845825195,0.643606424331665,0.6728929877281189,0.0
191,0.749255359172821,0.6414476037025452,0.6704449653625488,0.0
192,0.7504608035087585,0.6393662095069885,0.6680829524993896,0.0
193,0.751648485660553,0.6373553276062012,0.6658025979995728,0.0
194,0.7528149485588074,0.635407567024231,0.6636027097702026,0.0
195,0.7539570927619934,0.6335043907165527,0.6614842414855957,0.0
196,0.7550724148750305,0.6316331624984741,0.6594502925872803,0.0
197,0.7561579346656799,0.6297884583473206,0.657497763633728,0.0
198,0.7572112083435059,0.6279536485671997,0.6556147336959839,0.0
199,0.7582302689552307,0.6261193752288818,0.6537982225418091,0.0
200,0.7573392391204834,0.6218057870864868,0.6512478590011597,0.0
201,0.758338987827301,0.6189776659011841,0.6484564542770386,0.0
202,0.7593264579772949,0.6179436445236206,0.6463027000427246,0.0
203,0.7602692246437073,0.6162352561950684,0.6450966596603394,0.0
204,0.7611579298973083,0.6133772134780884,0.6436206102371216,0.0
205,0.7619796991348267,0.6110415458679199,0.6409757733345032,0.0
206,0.7627737522125244,0.6095437407493591,0.6385419964790344,0.0
207,0.7635226249694824,0.6082061529159546,0.6378332376480103,0.0
208,0.7642624378204346,0.6073695421218872,0.6380181312561035,0.0
209,0.7649596929550171,0.6073094606399536,0.6375719308853149,0.0
210,0.7656365633010864,0.6069397926330566,0.6369090676307678,0.0
211,0.7662671804428101,0.6059439182281494,0.6372143030166626,0.0
212,0.7668753266334534,0.6057695150375366,0.6382293701171875,0.0
213,0.767446756362915,0.6066879034042358,0.6391847133636475,0.0
214,0.7680029273033142,0.6069872975349426,0.6402396559715271,0.0
215,0.7685326337814331,0.6061062216758728,0.6412190198898315,0.0
216,0.769047200679779,0.6054443717002869,0.6414846181869507,0.0
217,0.7695422768592834,0.6054909229278564,0.6417864561080933,0.0
218,0.7700163125991821,0.6054428815841675,0.6430255174636841,0.0
219,0.7704757452011108,0.6051607131958008,0.643999457359314,0.0
220,0.7709113359451294,0.6049589514732361,0.6438478827476501,0.0
221,0.7713350057601929,0.6047418117523193,0.644106924533844,0.0
222,0.7717404961585999,0.604887068271637,0.6454464197158813,0.0
223,0.7721339464187622,0.6058175563812256,0.6466184854507446,0.0
224,0.7725170254707336,0.6067116260528564,0.6475722789764404,0.0
225,0.7728860974311829,0.6069453358650208,0.6489431858062744,0.0
226,0.7732471227645874,0.6073659658432007,0.6500980854034424,0.0
227,0.7735958099365234,0.6082886457443237,0.6511719226837158,0.0
228,0.773935854434967,0.6088932752609253,0.6528909206390381,0.0
229,0.7742698788642883,0.6090359687805176,0.6540838479995728,0.0
230,0.7745963335037231,0.6090375185012817,0.6543460488319397,0.0
231,0.7749183177947998,0.6089277863502502,0.6552099585533142,0.0
232,0.7752359509468079,0.609072208404541,0.6563500165939331,0.0
233,0.7755489349365234,0.6094306707382202,0.6568326950073242,0.0
234,0.7758607268333435,0.6093946695327759,0.6574689745903015,0.0
235,0.7761721611022949,0.6093958616256714,0.6581939458847046,0.0
236,0.7764828205108643,0.6099944114685059,0.658722460269928,0.0
237,0.7767945528030396,0.6106284856796265,0.6598234176635742,0.0
238,0.777106761932373,0.6110696196556091,0.6607956886291504,0.0
239,0.77741938829422,0.6115325689315796,0.6611577272415161,0.0
240,0.7777347564697266,0.6119510531425476,0.6620769500732422,0.0
241,0.7780535817146301,0.6125808954238892,0.6631832718849182,0.0
242,0.7783757448196411,0.613290548324585,0.6638877391815186,0.0
243,0.7787020802497864,0.6136410236358643,0.6648162007331848,0.0
244,0.779032826423645,0.6141668558120728,0.6656795144081116,0.0
245,0.7793678641319275,0.615073561668396,0.6665840148925781,0.0
246,0.7797082662582397,0.6158684492111206,0.667867124080658,0.0
247,0.7800548076629639,0.6166681051254272,0.6687058210372925,0.0
248,0.7804079055786133,0.6175004839897156,0.6694519519805908,0.0
249,0.7807676792144775,0.6183522939682007,0.6705970764160156,0.0
250,0.7811346650123596,0.6193941235542297,0.6714458465576172,0.0
251,0.7815088033676147,0.6202101111412048,0.6722478270530701,0.0
252,0.7818896174430847,0.6209146976470947,0.6731381416320801,0.0
253,0.7822770476341248,0.6219303607940674,0.6739559173583984,0.0
254,0.7826710343360901,0.622881293296814,0.6751121282577515,0.0
255,0.7830708026885986,0.6238058805465698,0.6761138439178467,0.0
256,0.7834754586219788,0.6248123645782471,0.6769914627075195,0.0
257,0.7838837504386902,0.6258100271224976,0.6781929135322571,0.0
258,0.7842947244644165,0.6270105838775635,0.6791538596153259,0.0
259,0.7847071886062622,0.6280041933059692,0.6800200939178467,0.0
260,0.7851200699806213,0.6289411783218384,0.6807651519775391,0.0
261,0.7855321168899536,0.6300526261329651,0.681371808052063,0.0
262,0.7859426736831665,0.6309529542922974,0.6820640563964844,0.0
263,0.7863509654998779,0.6319126486778259,0.6823558807373047,0.0
264,0.7867566347122192,0.6326706409454346,0.6827204823493958,0.0
265,0.7871590852737427,0.6335980892181396,0.6830025911331177,0.0
266,0.7875579595565796,0.6344434022903442,0.6832454800605774,0.0
267,0.7879528403282166,0.6351965665817261,0.6833761930465698,0.0
268,0.7883433103561401,0.6360819935798645,0.6834604740142822,0.0
269,0.7887291312217712,0.6369071006774902,0.6837239265441895,0.0
270,0.7891101241111755,0.6379495859146118,0.6837961673736572,0.0
271,0.7894859910011292,0.6386513710021973,0.6840716600418091,0.0
272,0.7898567914962769,0.6399391889572144,0.6841177940368652,0.0
273,0.7902225255966187,0.6404651403427124,0.684684157371521,0.0
274,0.7905831336975098,0.6422268152236938,0.6844184398651123,0.0
275,0.7909375429153442,0.6417638063430786,0.6853736042976379,0.0
276,0.7912822365760803,0.6450803875923157,0.6842749714851379,0.0
277,0.7916072010993958,0.6422219276428223,0.6865301132202148,0.0
278,0.7919013500213623,0.6477597951889038,0.6836171746253967,0.0
279,0.7922009825706482,0.6446458101272583,0.6868957281112671,0.0
280,0.7925833463668823,0.6472077369689941,0.6858499050140381,0.0
281,0.7929561734199524,0.6499097347259521,0.6849895715713501,0.0
282,0.793224036693573,0.6473928689956665,0.6876486539840698,0.0
283,0.7935210466384888,0.6508418321609497,0.6860430836677551,0.0
284,0.7938883304595947,0.65239417552948,0.6860785484313965,0.0
285,0.7941845655441284,0.6506216526031494,0.6881160140037537,0.0
286,0.7944629192352295,0.6539914608001709,0.6865088939666748,0.0
287,0.7948098182678223,0.6549583673477173,0.6866711378097534,0.0
288,0.795117974281311,0.6537286043167114,0.6883649230003357,0.0
289,0.7954000234603882,0.6570658087730408,0.6871806979179382,0.0
290,0.7957361936569214,0.6578572988510132,0.6873894929885864,0.0
291,0.7960504293441772,0.6569187641143799,0.6887446641921997,0.0
292,0.7963424921035767,0.6601725816726685,0.6879249811172485,0.0
293,0.796675980091095,0.661042332649231,0.6882340908050537,0.0
294,0.7969963550567627,0.6603049635887146,0.6892542839050293,0.0
295,0.797300398349762,0.6633142232894897,0.6885192394256592,0.0
296,0.7976361513137817,0.6642903089523315,0.6888978481292725,0.0
297,0.7979645133018494,0.6638771295547485,0.6897909045219421,0.0
298,0.798281192779541,0.666679859161377,0.6891191005706787,0.0
299,0.7986224293708801,0.6676303744316101,0.6894485354423523,0.0
300,0.7989606261253357,0.6675294637680054,0.6902462840080261,0.0
301,0.7992907166481018,0.6701986789703369,0.689670205116272,0.0
302,0.7996397614479065,0.6710057258605957,0.6898511648178101,0.0
303,0.7999892234802246,0.671070396900177,0.69040846824646,0.0
304,0.8003329038619995,0.6736093759536743,0.6899040937423706,0.0
305,0.8006911873817444,0.6743045449256897,0.6900200247764587,0.0
306,0.801052451133728,0.6745097041130066,0.6903461217880249,0.0
307,0.8014095425605774,0.676912784576416,0.6898994445800781,0.0
308,0.8017773628234863,0.6775593757629395,0.6900399923324585,0.0
309,0.8021495938301086,0.6779499650001526,0.6901870965957642,0.0
310,0.8025189638137817,0.6801813840866089,0.6897108554840088,0.0
311,0.8028957843780518,0.6807640194892883,0.6898033618927002,0.0
312,0.8032777905464172,0.6813849210739136,0.6897773742675781,0.0
313,0.8036580085754395,0.6834665536880493,0.6892329454421997,0.0
314,0.8040428757667542,0.6840000152587891,0.6892079710960388,0.0
315,0.8044328093528748,0.6849217414855957,0.6890318989753723,0.0
316,0.8048217296600342,0.6869335174560547,0.6884435415267944,0.0
317,0.8052128553390503,0.6874924898147583,0.6882607936859131,0.0
318,0.8056083917617798,0.6887773275375366,0.6879276037216187,0.0
319,0.8060034513473511,0.6907979846000671,0.6873085498809814,0.0
320,0.8063989281654358,0.6914953589439392,0.6869606971740723,0.0
321,0.8067977428436279,0.6931962370872498,0.6864873170852661,0.0
322,0.8071972131729126,0.6952953338623047,0.6858760118484497,0.0
323,0.8075966835021973,0.6962860822677612,0.6854207515716553,0.0
324,0.807998776435852,0.698472261428833,0.6848751306533813,0.0
325,0.8084026575088501,0.7007002830505371,0.6842827200889587,0.0
326,0.8088067770004272,0.7021269798278809,0.6837515830993652,0.0
327,0.8092129826545715,0.7048212289810181,0.683168888092041,0.0
328,0.8096215724945068,0.7071951627731323,0.6825575828552246,0.0
329,0.810031533241272,0.7091807723045349,0.6819713115692139,0.0
330,0.8104432225227356,0.7123699188232422,0.6813898086547852,0.0
331,0.8108579516410828,0.7149293422698975,0.6807359457015991,0.0
332,0.8112751841545105,0.717603325843811,0.6801410913467407,0.0
333,0.8116945624351501,0.7212302684783936,0.6795749664306641,0.0
334,0.8121169805526733,0.7240514755249023,0.6788476705551147,0.0
335,0.8125427961349487,0.7275025844573975,0.6782659292221069,0.0
336,0.8129715323448181,0.7314401865005493,0.6776549220085144,0.0
337,0.813403308391571,0.7346519231796265,0.6768286228179932,0.0
338,0.8138386011123657,0.7388527989387512,0.6762484312057495,0.0
339,0.8142772912979126,0.7429231405258179,0.6754962205886841,0.0
340,0.8147189617156982,0.7466696500778198,0.6745991706848145,0.0
341,0.8151636719703674,0.751369059085846,0.6739766597747803,0.0
342,0.8156114220619202,0.7553929090499878,0.6730296611785889,0.0
343,0.8160618543624878,0.7596603631973267,0.6721426248550415,0.0
344,0.8165143728256226,0.7642505764961243,0.6713651418685913,0.0
345,0.8169686794281006,0.7680339813232422,0.6702654361724854,0.0
346,0.8174242973327637,0.7723204493522644,0.6694152355194092,0.0
347,0.8178804516792297,0.7760108709335327,0.6683861017227173,0.0
348,0.8183361887931824,0.7793005704879761,0.6673072576522827,0.0
349,0.8187906742095947,0.7826557159423828,0.6664165258407593,0.0
350,0.8192428946495056,0.7850369215011597,0.6652446985244751,0.0
351,0.8196920156478882,0.7874836325645447,0.664358913898468,0.0
352,0.8201370239257812,0.7892990112304688,0.6633678674697876,0.0
353,0.8205769062042236,0.7906498908996582,0.6623793840408325,0.0
354,0.821010947227478,0.7919727563858032,0.661650538444519,0.0
355,0.8214383125305176,0.7925845980644226,0.6607152223587036,0.0
356,0.8218585252761841,0.793287456035614,0.6600854396820068,0.0
357,0.8222710490226746,0.7935798764228821,0.6593955755233765,0.0
358,0.8226755857467651,0.7936813831329346,0.6587619781494141,0.0
359,0.8230719566345215,0.7937844395637512,0.6583057641983032,0.0
360,0.8234601020812988,0.7935093641281128,0.6577173471450806,0.0
361,0.8238398432731628,0.7933751344680786,0.6573644876480103,0.0
362,0.8242113590240479,0.7929803729057312,0.6569141149520874,0.0
363,0.8245744705200195,0.7925847172737122,0.6565501689910889,0.0
364,0.8249291777610779,0.79220050573349,0.6562627553939819,0.0
365,0.8252755403518677,0.7916409969329834,0.6558809280395508,0.0
366,0.8256136775016785,0.7912389039993286,0.6556670665740967,0.0
367,0.8259437680244446,0.7906925678253174,0.6553537845611572,0.0
368,0.8262659907341003,0.7902081608772278,0.6551048755645752,0.0
369,0.8265805244445801,0.7897579669952393,0.6548906564712524,0.0
370,0.8268877267837524,0.7892314791679382,0.6546077728271484,0.0
371,0.8271878361701965,0.7888283133506775,0.6544290781021118,0.0
372,0.8274810314178467,0.788338303565979,0.6541667580604553,0.0
373,0.8277676105499268,0.7879049777984619,0.6539483070373535,0.0
374,0.8280476927757263,0.7874844670295715,0.6537356972694397,0.0
375,0.8283214569091797,0.7870074510574341,0.6534661054611206,0.0
376,0.8285890221595764,0.786604642868042,0.6532619595527649,0.0
377,0.8288506269454956,0.7861320972442627,0.6529905796051025,0.0
378,0.8291062116622925,0.7856808304786682,0.6527379751205444,0.0
379,0.8293560743331909,0.7852352261543274,0.6524907946586609,0.0
380,0.8296000361442566,0.7847336530685425,0.6521910429000854,0.0
381,0.8298382759094238,0.7842745780944824,0.6519341468811035,0.0
382,0.8300709128379822,0.7837690114974976,0.651633620262146,0.0
383,0.8302980661392212,0.783272922039032,0.6513428688049316,0.0
384,0.8305197954177856,0.7827937006950378,0.6510683298110962,0.0
385,0.8307362198829651,0.7822868824005127,0.6507643461227417,0.0
386,0.8309475183486938,0.781826376914978,0.6505023241043091,0.0
387,0.8311538100242615,0.7813546657562256,0.6502245664596558,0.0
388,0.8313552141189575,0.7808989882469177,0.6499565839767456,0.0
389,0.8315517902374268,0.7804800271987915,0.6497162580490112,0.0
390,0.8317437767982483,0.7800590991973877,0.6494600176811218,0.0
391,0.8319312930107117,0.7796935439109802,0.6492403149604797,0.0
392,0.8321144580841064,0.7793614864349365,0.6490288972854614,0.0
393,0.8322934508323669,0.7790725231170654,0.6488288640975952,0.0
394,0.8324683308601379,0.7788564562797546,0.6486643552780151,0.0
395,0.8326393961906433,0.7786865234375,0.6485027074813843,0.0
396,0.8328067660331726,0.7785940170288086,0.6483720541000366,0.0
397,0.8329706192016602,0.7785710096359253,0.6482611894607544,0.0
398,0.8331310749053955,0.7786129713058472,0.6481631398200989,0.0
399,0.8332883715629578,0.7787415981292725,0.6480998396873474,0.0
400,0.8334426283836365,0.7789320945739746,0.6480469703674316,0.0
401,0.833594024181366,0.7791990637779236,0.6480206251144409,0.0
402,0.8337427377700806,0.7795410752296448,0.6480199098587036,0.0
403,0.8338888883590698,0.7799462080001831,0.6480334997177124,0.0
404,0.8340327143669128,0.7804334163665771,0.6480811834335327,0.0
405,0.834174394607544,0.7809848785400391,0.6481469869613647,0.0
406,0.8343141078948975,0.7816001772880554,0.648232102394104,0.0
407,0.8344521522521973,0.7822865843772888,0.648344874382019,0.0
408,0.8345885276794434,0.7830256223678589,0.6484681367874146,0.0
409,0.8347234725952148,0.7838252782821655,0.6486108303070068,0.0
410,0.8348572254180908,0.7846819162368774,0.6487686038017273,0.0
411,0.8349899649620056,0.7855891585350037,0.648935079574585,0.0
412,0.8351216912269592,0.7865529656410217,0.6491152048110962,0.0
413,0.835252583026886,0.7875628471374512,0.6492974758148193,0.0
414,0.8353826999664307,0.7886214852333069,0.6494834423065186,0.0
415,0.8355121612548828,0.7897235751152039,0.6496678590774536,0.0
416,0.8356409072875977,0.7908591032028198,0.6498406529426575,0.0
417,0.8357689380645752,0.7920339703559875,0.6500065326690674,0.0
418,0.8358962535858154,0.7932372689247131,0.6501544713973999,0.0
419,0.8360229134559631,0.7944704294204712,0.650285005569458,0.0
420,0.836148738861084,0.7957410216331482,0.6504036784172058,0.0
421,0.8362736701965332,0.7970372438430786,0.6504998207092285,0.0
422,0.8363977074623108,0.7983697652816772,0.6505807638168335,0.0
423,0.8365206718444824,0.7997430562973022,0.6506476402282715,0.0
424,0.8366426229476929,0.8011571764945984,0.6506975293159485,0.0
425,0.8367635607719421,0.802627682685852,0.6507390737533569,0.0
